customer_id,age,gender,loyalty_member,join_date
C000312,40,Male,0,45642
C000313,42,Female,1,44847
C000314,25,Male,0,45966
C000315,22,Male,1,44308
C000316,64,Female,0,44498
C000317,48,Male,0,45799
C000318,45,Female,0,45429
C000319,53,Female,1,45256
C000320,50,Male,0,45053
C000321,68,Female,0,45759
C000322,49,Female,1,44276
C000323,61,Female,0,45023
C000324,29,Male,1,44764
C000325,69,Male,1,44285
C000326,59,Male,0,45644
C000327,66,Male,0,45293
C000328,21,Male,1,44982
C000329,40,Male,1,45770
C000330,30,Male,1,44539
C000331,32,Male,0,45447
C000332,21,Male,0,45785
C000333,55,Male,0,46005
C000334,66,Female,1,45437
C000335,22,Female,0,45553
C000336,37,Male,1,44755
C000337,53,Male,1,45719
C000338,42,Female,1,45780
C000339,47,Female,1,45495
C000340,42,Male,1,44961
C000341,65,Male,1,44673
C000342,64,Female,1,45494
C000343,22,Female,1,45902
C000344,44,Male,1,45311
C000345,44,Female,1,45644
C000346,30,Male,0,45963
C000347,42,Male,1,45997
C000348,69,Male,0,45512
C000349,27,Female,1,45824
C000350,40,Male,0,45665
C000351,44,Female,1,44767
C000352,65,Male,1,45984
C000353,39,Male,0,44989
C000354,63,Female,0,44568
C000355,68,Male,1,45072
C000356,61,Female,0,44807
C000357,53,Female,0,45006
C000358,45,Female,0,45024
C000359,51,Female,0,44795
C000360,64,Male,1,45271
C000361,57,Male,0,44378
C000362,35,Female,0,44418
C000363,30,Female,0,45545
C000364,44,Female,0,44855
C000365,36,Female,0,45339
C000366,50,Female,1,45460
C000367,57,Male,0,44570
C000368,40,Male,0,45249
C000369,65,Female,1,44899
C000370,23,Male,1,45153
C000371,45,Female,1,45233
C000372,38,Male,0,45036
C000373,67,Female,0,46032
C000374,23,Male,1,44979
C000375,59,Male,1,44653
C000376,47,Male,1,45990
C000377,70,Male,0,45967
C000378,67,Female,1,46070
C000379,62,Male,1,44424
C000380,27,Male,1,45525
C000381,18,Male,0,46026
C000382,58,Male,0,45529
C000383,22,Female,1,44325
C000384,39,Female,1,44723
C000385,68,Female,1,44896
C000386,25,Male,1,45741
C000387,25,Female,1,44412
C000388,25,Male,1,46043
C000389,69,Male,1,44776
C000390,51,Female,1,44462
C000391,40,Male,0,45627
C000392,36,Female,1,44931
C000393,22,Female,1,44364
C000394,46,Female,1,46032
C000395,37,Male,1,45282
C000396,57,Male,0,45991
C000397,30,Male,0,46027
C000398,67,Male,1,44724
C000399,59,Male,0,44302
C000400,25,Male,1,44759
C000401,39,Male,1,45784
C000402,51,Male,1,44758
C000403,28,Female,0,45806
C000404,47,Male,1,45585
C000405,49,Male,0,45013
C000406,57,Male,0,45195
C000407,32,Female,1,44848
C000408,60,Male,1,44882
C000409,24,Male,1,44717
C000410,68,Female,1,44734
C000411,27,Male,1,44448
C000412,24,Male,0,45225
C000413,57,Female,0,44600
C000414,46,Female,0,45135
C000415,40,Male,0,44410
C000416,41,Male,0,44491
C000417,60,Female,1,45767
C000418,54,Female,0,45319
C000419,56,Male,1,45372
C000420,42,Male,0,45026
C000421,59,Female,1,45257
C000422,45,Female,1,45247
C000423,61,Male,0,44874
C000424,28,Female,0,44354
C000425,39,Male,1,44486
C000426,68,Female,0,44789
C000427,68,Female,1,45467
C000428,28,Male,0,45393
C000429,49,Male,0,44867
C000430,65,Female,1,44853
C000431,20,Female,0,45319
C000432,55,Female,1,45685
C000433,30,Male,1,45984
C000434,35,Male,0,45027
C000435,37,Female,1,44696
C000436,58,Male,1,45297
C000437,33,Male,1,44397
C000438,68,Male,1,44499
C000439,46,Female,1,45489
C000440,57,Male,0,44989
C000441,30,Male,1,45018
C000442,23,Male,0,44890
C000443,18,Female,1,44908
C000444,18,Female,1,45742
C000445,54,Female,0,44269
C000446,55,Female,1,44773
C000447,22,Male,1,44435
C000448,31,Female,0,44459
C000449,30,Male,0,45430
C000450,57,Female,1,45122
C000451,59,Female,0,44494
C000452,59,Female,0,45981
C000453,60,Male,0,44456
C000454,40,Female,1,45933
C000455,56,Male,1,44263
C000456,30,Male,1,44421
C000457,43,Female,0,44390
C000458,64,Male,0,45534
C000459,18,Male,0,44321
C000460,29,Male,1,44369
C000461,44,Female,0,44714
C000462,58,Male,0,46067
C000463,58,Male,1,45216
C000464,68,Female,0,45129
C000465,57,Male,1,45678
C000466,62,Female,1,44901
C000467,70,Female,1,45804
C000468,18,Male,0,44737
C000469,22,Male,1,45615
C000470,21,Male,1,44397
C000471,61,Female,0,45823
C000472,29,Female,1,44519
C000473,67,Female,1,45804
C000474,43,Male,1,44917
C000475,22,Female,0,45123
C000476,50,Male,1,45889
C000477,42,Female,0,45523
C000478,40,Male,1,44609
C000479,25,Female,0,44385
C000480,20,Female,1,45887
C000481,48,Female,1,44801
C000482,29,Female,1,45905
C000483,35,Female,1,45832
C000484,62,Male,0,45295
C000485,67,Male,1,45774
C000486,67,Male,0,44527
C000487,42,Female,0,45851
C000488,20,Male,0,44337
C000489,68,Male,0,44395
C000490,19,Female,1,44313
C000491,36,Female,0,45543
C000492,44,Male,1,44615
C000493,39,Female,0,44380
C000494,46,Female,0,44733
C000495,21,Male,1,45069
C000496,26,Male,0,44487
C000497,31,Female,1,45391
C000498,27,Male,1,44779
C000499,61,Female,1,44881
C000500,24,Male,0,44319
C000501,43,Male,0,45099
C000502,56,Male,1,44919
C000503,56,Female,1,44857
C000504,47,Male,0,46007
C000505,27,Female,1,45723
C000506,68,Male,0,44502
C000507,70,Male,1,44681
C000508,45,Male,1,44725
C000509,64,Male,0,44763
C000510,21,Male,1,45486
C000511,42,Female,1,45784
C000512,35,Female,1,45648
C000513,20,Female,0,44586
C000514,30,Female,1,45207
C000515,66,Female,1,44992
C000516,32,Female,0,45832
C000517,58,Female,0,44439
C000518,60,Male,0,45453
C000519,54,Male,0,45196
C000520,58,Male,1,44992
C000521,25,Female,0,45289
C000522,45,Male,1,45569
C000523,42,Male,1,44984
C000524,47,Male,1,46056
C000525,40,Male,1,44328
C000526,32,Female,0,45918
C000527,35,Male,1,44276
C000528,19,Male,1,44678
C000529,18,Male,0,44833
C000530,47,Male,0,45675
C000531,56,Male,0,46011
C000532,46,Female,0,44364
C000533,36,Male,1,45533
C000534,55,Female,1,45022
C000535,68,Male,1,44761
C000536,64,Male,0,45939
C000537,59,Male,0,45501
C000538,28,Female,1,44881
C000539,40,Male,0,44754
C000540,34,Male,1,44794
C000541,51,Female,0,45002
C000542,47,Male,0,46074
C000543,62,Male,1,45837
C000544,56,Female,1,44685
C000545,20,Male,0,44261
C000546,67,Female,0,45354
C000547,54,Male,0,45897
C000548,61,Female,1,45926
C000549,60,Male,1,45915
C000550,58,Female,0,45121
C000551,44,Female,1,44394
C000552,55,Male,0,45179
C000553,21,Female,1,45193
C000554,25,Female,1,45354
C000555,53,Female,1,45320
C000556,66,Female,0,44792
C000557,22,Female,0,45040
C000558,58,Female,0,46081
C000559,62,Female,1,44613
C000560,55,Male,0,45676
C000561,49,Female,0,45707
C000562,60,Male,0,45226
C000563,64,Male,0,44773
C000564,25,Female,0,45768
C000565,65,Female,0,45985
C000566,55,Male,0,46068
C000567,64,Male,1,45240
C000568,43,Female,1,45524
C000569,52,Male,1,45021
C000570,18,Male,0,45195
C000571,35,Male,0,45442
C000572,65,Male,0,44535
C000573,53,Male,1,45344
C000574,39,Female,1,45652
C000575,64,Female,1,44769
C000576,45,Female,0,46083
C000577,61,Female,0,44714
C000578,42,Male,0,44628
C000579,31,Female,1,44317
C000580,32,Female,0,45689
C000581,45,Male,1,45654
C000582,32,Male,1,45269
C000583,63,Female,0,45141
C000584,49,Male,1,45877
C000585,49,Male,0,44980
C000586,51,Female,1,44300
C000587,40,Female,1,44808
C000588,31,Male,0,44291
C000589,19,Female,0,44820
C000590,37,Male,0,45209
C000591,40,Female,0,44903
C000592,47,Male,1,44860
C000593,26,Female,0,45456
C000594,67,Male,1,45519
C000595,52,Female,0,45016
C000596,67,Male,0,45950
C000597,42,Male,0,44829
C000598,56,Female,0,44603
C000599,21,Male,1,45040
C000600,36,Female,1,45286
C000601,39,Male,0,45536
C000602,50,Female,0,44699
C000603,24,Male,0,45858
C000604,18,Female,1,45195
C000605,39,Female,0,44357
C000606,45,Female,0,45304
C000607,70,Male,0,45136
C000608,65,Male,0,45155
C000609,57,Female,1,44436
C000610,67,Male,0,45148
C000611,36,Female,1,45302
C000612,28,Male,0,45235
C000613,38,Female,0,44605
C000614,60,Female,1,45711
C000615,22,Female,1,44852
C000616,31,Male,1,45593
C000617,52,Male,1,45350
C000618,57,Female,1,45208
C000619,41,Female,0,45990
C000620,56,Male,1,44975
C000621,68,Female,1,45640
C000622,32,Male,0,45296
C000623,39,Male,0,45962
C000624,66,Female,1,45549
C000625,33,Male,0,44732
C000626,24,Male,0,44985
C000627,52,Female,1,44584
C000628,26,Male,1,44478
C000629,40,Female,1,45987
C000630,32,Female,0,44401
C000631,48,Female,0,44743
C000632,32,Female,0,45959
C000633,43,Female,1,45500
C000634,49,Male,0,45037
C000635,24,Male,0,45028
C000636,42,Male,0,44534
C000637,43,Female,0,45872
C000638,39,Male,1,45405
C000639,53,Female,1,44781
C000640,68,Male,1,45947
C000641,32,Male,1,45016
C000642,44,Female,1,44458
C000643,32,Male,1,44574
C000644,47,Male,0,44789
C000645,47,Female,0,45613
C000646,50,Male,1,45910
C000647,20,Male,0,46052
C000648,39,Female,0,44643
C000649,31,Male,1,45532
C000650,57,Male,0,44641
C000651,19,Male,0,45205
C000652,48,Male,1,44424
C000653,68,Female,0,45780
C000654,61,Female,1,46037
C000655,46,Male,1,45640
C000656,35,Female,1,44893
C000657,53,Male,0,45986
C000658,54,Male,0,44800
C000659,56,Male,0,45787
C000660,33,Female,1,44276
C000661,51,Female,1,44541
C000662,52,Male,1,45289
C000663,46,Male,0,44862
C000664,50,Male,0,45228
C000665,67,Female,1,45064
C000666,24,Male,0,44909
C000667,24,Female,0,45132
C000668,63,Female,0,44495
C000669,63,Female,0,44762
C000670,68,Female,0,46080
C000671,60,Male,0,45038
C000672,50,Female,0,44603
C000673,56,Female,1,44283
C000674,38,Male,0,44722
C000675,24,Female,1,45964
C000676,58,Male,0,45814
C000677,55,Female,0,44793
C000678,28,Female,0,44940
C000679,38,Female,0,44550
C000680,51,Male,1,44712
C000681,41,Male,0,45892
C000682,42,Male,1,44790
C000683,20,Female,0,45630
C000684,69,Male,0,44515
C000685,64,Male,1,45808
C000686,24,Female,0,45098
C000687,45,Male,0,45639
C000688,65,Female,1,45927
C000689,19,Female,1,44393
C000690,18,Male,1,44427
C000691,65,Female,0,45279
C000692,26,Female,0,44968
C000693,37,Male,1,44618
C000694,20,Female,0,45445
C000695,53,Male,1,45049
C000696,18,Male,1,45944
C000697,67,Female,1,44859
C000698,57,Female,0,44951
C000699,49,Male,0,45264
C000700,47,Female,1,44413
C000701,44,Female,0,45926
C000702,63,Female,1,44944
C000703,40,Female,1,44496
C000704,57,Male,0,45092
C000705,25,Male,0,45533
C000706,20,Female,0,45207
C000707,43,Female,1,44356
C000708,37,Male,1,45208
C000709,41,Female,0,44763
C000710,51,Male,0,45892
C000711,63,Male,0,45551
C000712,26,Female,0,44738
C000713,20,Male,0,46022
C000714,36,Male,0,44682
C000715,45,Male,0,44485
C000716,22,Male,1,45355
C000717,63,Male,1,44987
C000718,65,Female,1,44664
C000719,34,Male,1,44361
C000720,59,Male,1,45976
C000721,49,Male,1,45064
C000722,34,Female,0,45306
C000723,66,Male,0,45119
C000724,26,Female,0,45239
C000725,50,Female,1,45057
C000726,48,Male,0,44961
C000727,46,Male,0,45316
C000728,59,Male,1,45663
C000729,36,Female,0,45782
C000730,51,Male,1,45296
C000731,64,Male,0,45831
C000732,24,Male,1,44566
C000733,35,Male,1,45020
C000734,25,Male,1,44283
C000735,45,Male,0,45661
C000736,60,Female,0,44965
C000737,43,Female,0,45953
C000738,69,Female,1,45349
C000739,40,Male,1,44734
C000740,36,Female,1,44648
C000741,48,Female,0,45723
C000742,61,Female,1,44528
C000743,37,Female,1,44747
C000744,26,Male,1,45304
C000745,30,Female,0,45728
C000746,26,Female,0,44970
C000747,23,Male,0,45817
C000748,54,Female,0,45326
C000749,28,Male,0,45290
C000750,60,Male,1,44538
C000751,29,Male,1,45516
C000752,53,Male,1,44315
C000753,48,Female,1,45633
C000754,30,Female,1,46022
C000755,53,Male,1,44444
C000756,56,Female,1,45463
C000757,51,Male,1,45599
C000758,63,Female,1,44401
C000759,42,Female,0,45351
C000760,27,Male,1,45737
C000761,33,Male,1,44834
C000762,36,Male,1,45739
C000763,47,Male,0,45286
C000764,51,Female,1,45071
C000765,37,Male,1,44589
C000766,44,Male,1,46055
C000767,38,Female,0,44385
C000768,38,Male,0,44734
C000769,67,Female,1,44808
C000770,50,Male,0,44864
C000771,49,Female,1,45371
C000772,57,Male,1,44704
C000773,23,Male,0,44814
C000774,44,Male,0,45397
C000775,40,Male,0,44707
C000776,60,Male,1,44674
C000777,40,Male,1,45614
C000778,49,Male,0,45256
C000779,51,Male,0,45663
C000780,33,Male,0,45350
C000781,27,Male,1,45631
C000782,27,Female,0,44833
C000783,66,Male,1,44521
C000784,51,Male,0,44759
C000785,49,Male,1,44404
C000786,67,Female,1,44531
C000787,38,Male,1,44664
C000788,36,Male,1,45942
C000789,42,Female,0,45400
C000790,63,Male,1,44664
C000791,22,Male,1,45858
C000792,66,Male,1,44481
C000793,41,Male,1,45907
C000794,29,Female,1,44332
C000795,52,Female,1,45358
C000796,38,Male,0,44317
C000797,34,Female,0,45892
C000798,19,Male,0,45729
C000799,37,Female,1,44519
C000800,67,Male,1,44372
C000801,23,Male,0,45497
C000802,36,Male,1,45054
C000803,41,Male,0,45621
C000804,42,Female,1,44362
C000805,34,Female,0,44807
C000806,19,Male,1,45435
C000807,29,Male,0,45120
C000808,64,Female,1,45855
C000809,39,Female,0,45363
C000810,61,Female,1,45984
C000811,47,Female,0,44261
C000812,70,Male,1,44705
C000813,64,Male,1,45313
C000814,34,Male,0,45296
C000815,20,Male,0,45206
C000816,47,Female,0,45629
C000817,34,Male,0,45167
C000818,70,Female,1,44321
C000819,57,Female,1,45694
C000820,59,Male,1,45755
C000821,29,Female,0,45826
C000822,40,Male,1,44408
C000823,54,Male,0,45800
C000824,50,Male,0,45659
C000825,58,Female,1,44809
C000826,60,Male,1,46075
C000827,66,Female,0,45650
C000828,48,Female,1,44764
C000829,47,Female,1,44738
C000830,48,Male,1,44721
C000831,41,Female,0,45423
C000832,36,Male,1,44933
C000833,48,Male,1,45565
C000834,44,Female,0,45779
C000835,33,Female,1,45795
C000836,46,Female,0,44539
C000837,59,Female,1,45512
C000838,29,Male,0,44956
C000839,26,Female,0,46042
C000840,33,Female,0,45494
C000841,28,Male,1,44613
C000842,67,Male,0,44402
C000843,69,Male,0,45617
C000844,49,Female,1,45800
C000845,22,Female,1,45334
C000846,30,Female,1,45243
C000847,57,Female,1,46035
C000848,48,Female,0,44565
C000849,43,Male,0,44850
C000850,27,Male,0,44492
C000851,48,Male,0,44335
C000852,38,Female,1,44804
C000853,22,Male,1,45989
C000854,29,Male,0,45737
C000855,40,Male,0,44286
C000856,46,Male,0,45903
C000857,19,Female,0,45309
C000858,32,Female,1,45663
C000859,26,Female,0,44326
C000860,19,Male,0,44538
C000861,69,Female,1,44283
C000862,41,Male,0,44942
C000863,27,Female,0,46010
C000864,31,Male,0,45500
C000865,33,Male,1,44875
C000866,19,Male,0,45166
C000867,53,Female,0,44293
C000868,42,Male,1,44908
C000869,32,Female,0,44990
C000870,32,Male,1,45921
C000871,65,Male,0,44786
C000872,33,Female,0,45243
C000873,44,Male,0,44290
C000874,25,Male,0,44583
C000875,24,Female,1,44986
C000876,70,Female,0,45113
C000877,57,Male,1,44731
C000878,47,Female,0,44876
C000879,26,Female,0,45947
C000880,30,Female,1,45793
C000881,42,Male,0,44805
C000882,57,Female,1,45200
C000883,30,Female,0,45167
C000884,63,Female,1,45162
C000885,32,Female,1,44407
C000886,25,Male,1,45940
C000887,42,Female,0,45257
C000888,67,Male,0,44546
C000889,49,Male,1,45545
C000890,49,Male,0,44598
C000891,55,Male,0,44531
C000892,49,Male,1,44424
C000893,70,Female,0,46074
C000894,50,Female,1,45831
C000895,26,Male,1,45575
C000896,32,Male,1,45025
C000897,36,Male,0,44299
C000898,29,Female,1,44520
C000899,54,Female,1,45676
C000900,22,Female,0,46036
C000901,61,Female,0,44512
C000902,52,Male,1,45325
C000903,49,Female,1,44588
C000904,57,Male,0,45973
C000905,45,Female,1,44334
C000906,24,Male,0,44490
C000907,59,Female,1,45613
C000908,32,Female,1,44774
C000909,21,Female,1,44857
C000910,62,Female,1,45464
C000911,34,Male,1,45639
C000912,32,Female,1,45495
C000913,41,Female,0,44518
C000914,32,Male,0,44402
C000915,36,Male,1,45354
C000916,35,Male,0,45424
C000917,65,Male,1,44500
C000918,25,Male,0,45599
C000919,36,Female,0,45796
C000920,18,Female,0,46022
C000921,28,Male,0,45864
C000922,59,Female,0,45046
C000923,51,Female,1,45706
C000924,43,Male,0,44670
C000925,36,Female,1,46000
C000926,29,Female,0,45738
C000927,52,Female,0,44281
C000928,69,Female,0,45156
C000929,52,Male,1,44822
C000930,62,Male,1,44652
C000931,26,Male,1,44772
C000932,27,Female,0,45368
C000933,63,Male,1,45896
C000934,45,Male,1,45562
C000935,65,Female,1,45105
C000936,58,Male,0,45052
C000937,53,Male,0,44324
C000938,46,Male,1,45468
C000939,47,Male,1,44955
C000940,29,Male,1,46060
C000941,60,Female,0,45368
C000942,62,Female,1,45344
C000943,62,Male,1,45292
C000944,53,Male,0,44315
C000945,18,Male,0,44667
C000946,63,Female,0,45488
C000947,48,Male,1,45901
C000948,62,Female,0,45928
C000949,66,Female,1,45564
C000950,29,Male,0,44680
C000951,64,Female,1,45779
C000952,40,Female,1,44526
C000953,30,Female,0,45072
C000954,61,Male,1,44821
C000955,46,Female,0,45456
C000956,68,Female,0,45958
C000957,43,Female,1,44697
C000958,40,Male,0,44559
C000959,58,Male,0,44531
C000960,70,Male,1,45880
C000961,54,Female,1,44478
C000962,51,Male,0,44946
C000963,62,Male,0,45240
C000964,68,Male,1,45276
C000965,48,Female,0,45671
C000966,47,Male,1,44324
C000967,56,Male,0,44850
C000968,36,Male,1,45736
C000969,19,Male,0,45900
C000970,26,Female,0,45124
C000971,33,Female,1,44666
C000972,64,Female,0,45997
C000973,70,Male,1,45595
C000974,33,Male,0,44839
C000975,43,Female,0,44623
C000976,38,Female,1,44931
C000977,40,Female,0,44735
C000978,40,Male,1,45434
C000979,19,Female,0,44863
C000980,40,Female,0,44351
C000981,68,Male,1,44654
C000982,26,Male,1,45447
C000983,43,Female,0,45937
C000984,51,Male,1,44516
C000985,38,Male,0,44405
C000986,54,Female,1,44910
C000987,69,Female,1,44389
C000988,36,Male,0,44795
C000989,20,Female,0,44674
C000990,70,Male,0,45828
C000991,60,Male,1,44981
C000992,70,Male,0,44299
C000993,70,Male,1,45465
C000994,52,Male,0,44316
C000995,37,Male,0,44768
C000996,28,Female,0,45803
C000997,27,Female,0,45675
